farm_id,zone,area_ha,lat,lon
F_1089,Palakkad,17.1581538999453,12.4986260809703,76.265701612574
F_1090,Highlands,10.7522093970329,11.9248393441085,77.3016716400161
F_1091,Coastal,14.7189949976746,9.18650785379577,76.5745143109234
F_1092,Kuttanad,13.5952915740199,11.4995620355476,76.2999741012463
F_1093,Palakkad,15.602605646709,9.96313481372781,77.3924615789438
F_1094,Highlands,18.6310331046116,8.96648553491104,77.2906603568699
F_1095,Coastal,20.0196197768673,11.4562848075293,76.0619175800821
F_1096,Kuttanad,18.9087961392943,11.4144219528185,76.17027785338
F_1097,Palakkad,22.0347600500099,11.2622586778831,76.918115768698
F_1098,Highlands,24.9283582041971,9.52406197022647,76.0993489765096
F_1099,Coastal,15.6503177271225,10.0934344941517,76.2809725261759
F_1100,Kuttanad,11.3635125372093,10.7079617406009,76.5516377303284
F_1101,Palakkad,22.9296358756255,11.6040895698126,76.0826405186672
F_1102,Highlands,22.851602738956,10.0246866541216,77.0095248271246
F_1103,Coastal,22.7171849238221,10.0899283660576,77.1697719661752
F_1104,Kuttanad,11.1242498608772,11.0202608637046,76.0749275685521
F_1105,Palakkad,10.386632787995,8.50632084878162,76.5538461190881
F_1106,Highlands,21.4740177406929,8.88927914146334,77.4829281157581
F_1107,Coastal,13.4081868303474,9.39252021231223,76.323425612296
F_1108,Kuttanad,16.3833431480452,10.730539426906,76.2302087240387
F_1109,Palakkad,15.3690683061723,12.090875859838,77.4454251033021
F_1110,Highlands,20.0787381012924,9.12959257594775,76.6937875252916
F_1111,Coastal,11.8681729119271,10.38281493627,76.9407672239468
F_1112,Kuttanad,10.6320104398765,10.414901132416,76.0589266250608
F_1113,Palakkad,13.2409741345327,11.7769442140823,76.0765914552612
F_1114,Highlands,23.9177227392793,10.4455216203816,76.4722528186394
F_1115,Coastal,11.1531515920069,10.3500599166844,76.4485639331397
F_1116,Kuttanad,11.8757027632091,9.09770317270886,76.9695983082056
F_1117,Palakkad,24.887287322199,11.9592898779083,76.6557507459074
F_1118,Highlands,13.5679262841586,9.34900233107619,76.7835898388876
F_1119,Coastal,11.8421228544321,8.97847367108334,76.7341168390121
F_1120,Kuttanad,17.1893688652199,12.0268805774394,76.6621959673939
F_1121,Palakkad,13.1736656848807,12.4480884288903,76.5664434193168
F_1122,Highlands,18.178498018533,12.1286863076501,76.1619923902908
F_1123,Coastal,13.1120991043281,9.7837106641382,77.1595321883215
F_1124,Kuttanad,16.9905670220032,11.5522258950863,76.3532132952241
F_1125,Palakkad,13.9624275697861,12.4948299713666,76.2675460926257
F_1126,Highlands,11.9078675867058,10.5973618453136,77.3012559786439
F_1127,Coastal,12.9471791069955,9.34863887261599,77.4611730027245
F_1128,Kuttanad,18.7312808970455,12.2957995383535,76.314572248375
F_1129,Palakkad,23.1418383074924,8.8815288586542,76.868439310696
F_1130,Highlands,15.8824939618353,10.4589130211156,76.0434147013584
F_1131,Coastal,24.7388781269547,9.93125963220373,77.0114106041146
F_1132,Kuttanad,18.3561193267815,11.6481310045114,76.1689118490322
F_1133,Palakkad,15.0618271413259,9.35118353241123,77.111310137203
F_1134,Highlands,13.6674393783323,8.92751578059979,76.289448001422
F_1135,Coastal,17.9164589312859,11.7624849007931,76.5155045052525
F_1136,Kuttanad,22.541756167775,12.0279320421396,77.0634243488312
F_1137,Palakkad,22.874246747233,8.93894049420487,77.2965705314418
F_1138,Highlands,21.0393568011932,10.6349919557106,77.3123786963988
F_1139,Coastal,12.1003832609858,8.86683913697489,76.1833865052322
F_1140,Kuttanad,19.4555852899794,10.495657997299,77.2069843759527
F_1141,Palakkad,17.5222275045235,9.06127394093201,77.0750583895715
F_1142,Highlands,16.526061083423,12.3700672718929,76.2486604996957
F_1143,Coastal,15.8349101699423,9.69324503033422,77.2518433302175
F_1144,Kuttanad,23.8915433560032,9.75807227254845,76.1232227028813
F_1145,Palakkad,16.2264126411173,9.25163070682902,76.0738785866415
F_1146,Highlands,15.8375259139575,9.92946680167224,77.049135882291
F_1147,Coastal,18.3539024810307,10.1123972702771,76.5472242839169
F_1148,Kuttanad,15.3986670798622,12.3874477968086,77.4042467136169
F_1149,Palakkad,11.11302501522,11.8311172831804,77.148175320006
F_1150,Highlands,23.1001409026794,9.18410915797576,76.2301327148452
F_1151,Coastal,22.8625575231854,12.4866592153208,76.1842863203492
F_1152,Kuttanad,11.1073632037733,12.4997757831821,76.3368530935841
F_1153,Palakkad,22.1378354739863,12.0963196693687,77.0236112213461
F_1154,Highlands,15.6605156464502,9.99352516250219,77.1991896216059
F_1155,Coastal,20.3402068524156,9.23153056772426,76.0227136304602
F_1156,Kuttanad,10.9661131142639,8.58965534172021,76.7785028901417
F_1157,Palakkad,16.7775616806466,9.51828822703101,76.8390202726005
F_1158,Highlands,19.5932982407976,10.2617279123981,76.7460083358455
F_1159,Coastal,20.5354321864434,11.9644981594989,77.0462561544264
F_1160,Kuttanad,22.1279507584404,11.7871355141979,77.1525200655451
F_1161,Palakkad,18.0139821232297,9.62452490441501,76.2006933150114
F_1162,Highlands,23.5644450085238,9.40953585354146,76.8080163423438
F_1163,Coastal,21.8331271072384,9.05384526476264,77.1655958736083
F_1164,Kuttanad,19.8092519131023,8.64785069990903,76.9312487965217
F_1165,Palakkad,11.9656582560856,9.47338375342079,76.9487541662529
F_1166,Highlands,12.0193489873782,12.4398525706492,76.2073015100323
F_1167,Coastal,13.8231029221788,9.51210880221333,77.0613891808316
F_1168,Kuttanad,13.0784060014412,10.746853969479,76.7430692043854
F_1169,Palakkad,15.1291207200848,10.9288356526755,77.1033266192535
F_1170,Highlands,17.5274008885026,9.10138453776017,76.1208583887201
F_1171,Coastal,17.7014138468076,11.7299260860775,77.0456627006643
F_1172,Kuttanad,21.9711275049485,10.4306648493977,76.4229059674544
F_1173,Palakkad,24.0551248192787,8.6867028697161,76.3590459033148
F_1174,Highlands,24.4345480494667,11.8303493974498,77.0211520767771
F_1175,Coastal,18.8302695006132,9.93594721842092,76.6813634049613
F_1176,Kuttanad,23.0749375745654,8.40781257273629,77.4103936654283
F_1177,Palakkad,11.2531082355417,11.1703573849751,76.1875349804759
F_1178,Highlands,17.1858939831145,9.2410590908723,77.3663699213648
F_1179,Coastal,12.1926126664039,9.50609756649937,77.3201151301619
F_1180,Kuttanad,10.6484237394761,9.17183905325364,76.6983485064702
F_1181,Palakkad,14.2640426475555,11.9590003546095,77.4532137018396
F_1182,Highlands,10.4423399118241,9.47826539091766,76.3642902401043
F_1183,Coastal,17.3869020026177,10.5779419810977,77.0776417542947
F_1184,Kuttanad,12.5910994911101,9.48525004372932,76.2088401934598
F_1185,Palakkad,16.9977587927133,9.54455808070488,77.4196557801915
F_1186,Highlands,16.3134365144651,12.2073708850192,76.3839496297296
F_1187,Coastal,19.563668576302,9.90989633887075,76.0535289979307
F_1188,Kuttanad,14.2472040082794,9.91459110085852,77.2983606297057
F_1189,Palakkad,17.3587986791972,9.12340235835873,76.6868810714222
F_1190,Highlands,12.9710319952574,11.4056451281533,76.774267068482
F_1191,Coastal,23.4811884025112,11.4152818148024,76.9587416795548
F_1192,Kuttanad,13.4173673577607,12.0267590026837,77.0550065822899
F_1193,Palakkad,15.6807790091261,9.6100368546322,76.0337469251826
F_1194,Highlands,16.3918523129541,8.77569819127675,77.3369280736661
F_1195,Coastal,16.8159718497191,9.28917497240473,76.325731625082
F_1196,Kuttanad,16.3592475128826,9.97380433690268,77.4568765704753
F_1197,Palakkad,17.2158758237492,11.4412658156361,76.089076382108
F_1198,Highlands,11.1651486728806,9.56919352542609,76.3016529199667
F_1199,Coastal,20.9088505269028,11.6731591997668,76.5477242134511
F_1200,Kuttanad,21.8213378067594,12.2536044627428,77.1301955610979
F_1201,Palakkad,19.7501081076916,12.4462739020819,76.8437281585066
F_1202,Highlands,11.5570776117966,10.3386202673195,76.7141621545888
F_1203,Coastal,17.1448841004167,11.5340318571543,76.7751706212293
F_1204,Kuttanad,11.6647098364774,11.7731386080617,77.4080831061583
F_1205,Palakkad,23.468555592699,10.3753739733715,76.6328339615138
F_1206,Highlands,21.8409551901277,11.0077570820227,76.0586035763845
F_1207,Coastal,17.988849664107,11.461482815654,77.0480329394341
F_1208,Kuttanad,24.1602743521798,9.86758966890629,76.3110919623869
F_1209,Palakkad,16.6167994041461,9.32088073433843,76.3010801328346
F_1210,Highlands,24.6923773956951,9.56565695877653,77.4345905903028
F_1211,Coastal,14.8177883413155,9.53793225460686,76.0676110394998
F_1212,Kuttanad,18.6386942688841,11.0266441483749,77.1369328541914
F_1213,Palakkad,12.4844817002304,11.9111856692936,76.1545553717297
F_1214,Highlands,16.1702434683684,11.0908945644042,77.2977876644582
F_1215,Coastal,10.5550366675016,12.0502121568657,77.4742880573031
F_1216,Kuttanad,10.9864285041112,8.63384910761379,76.4797481466085
F_1217,Palakkad,24.7139660664834,8.98568686030339,76.5977085691411
F_1218,Highlands,18.7852964689955,10.6680345006054,76.8541565103224
F_1219,Coastal,17.1008689142764,10.001940690889,77.459530077409
F_1220,Kuttanad,12.0332373399287,11.2675864818273,76.6382894038688
F_1221,Palakkad,10.1245952444151,8.84762467525434,76.9908294108463
F_1222,Highlands,15.7740471069701,9.28823192799464,76.8821684416616
F_1223,Coastal,17.7171901601832,9.05697457278147,76.8884311297443
F_1224,Kuttanad,16.6266757657286,9.76038383005653,76.489575831336
F_1225,Palakkad,16.7673127015587,12.0636681834469,77.4204849400558
F_1226,Highlands,18.8260993780568,11.06162371221,76.7110548818018
F_1227,Coastal,11.277125950437,10.7200575037859,77.2058052698849
F_1228,Kuttanad,11.4103243104182,11.2794900046196,77.0412004471291
F_1229,Palakkad,21.3988964387681,10.9508155744756,76.0907003646716
F_1230,Highlands,21.8252310191747,11.7586510747205,76.6255963728763
F_1231,Coastal,14.2095325293485,9.60848914678209,76.4615384682547
F_1232,Kuttanad,16.7506641009822,11.7324099098099,77.0344593053451
F_1233,Palakkad,24.848678795388,10.5306301400298,76.0181576256873
F_1234,Highlands,24.5297666231636,10.3674044520129,76.3558571049944
F_1235,Coastal,24.2478791926987,9.30217763003893,77.205396692967
F_1236,Kuttanad,23.1476456741802,12.2460897880606,76.2179495735327
F_1237,Palakkad,21.7619030340575,9.86774828808848,76.870430054958
F_1238,Highlands,23.3326846000273,9.07444303310476,76.1683251434006
F_1239,Coastal,22.1415063214954,11.5807169595268,76.4308349991916
F_1240,Kuttanad,24.1760954179335,11.2572907994036,76.7255304952851
F_1241,Palakkad,13.260942758061,12.2020765485941,76.1334733709227
F_1242,Highlands,21.8158432946075,9.4114240024006,77.2139548647683
F_1243,Coastal,21.2269857665524,11.0543879732955,76.6416464643553
F_1244,Kuttanad,21.533676146064,9.89303352714051,76.4442377189407
F_1245,Palakkad,24.7386562090833,8.78516352048609,77.1591250185156
F_1246,Highlands,16.8500709021464,8.48835100475699,76.3526463876478
F_1247,Coastal,22.6263385848142,11.8459693288663,76.9914537823061
F_1248,Kuttanad,13.4913776244503,10.7156999877421,76.0821644412354
F_1249,Palakkad,17.3442768922541,10.2880743187619,76.1219923247118
